	wt_d0._vs_TET3KO_d0._CI.L	wt_d0._vs_TET3KO_d0._CI.R	wt_d0._vs_TET3KO_d0._diff	wt_d0._vs_TET3KO_d0._p.adj	wt_d0._vs_TET3KO_d0._p.val	Protein.Group	Protein.Ids	Protein.Names	First.Protein.Description
KIF5B	-0.143015270770577	0.344833141416608	0.100908935323016	0.791027107058159	0.409314831728081	P33176	Q12840;P33176;O60282;A0A0G2JMZ6	KINH_HUMAN	Kinesin-1 heavy chain
KIF5C	-0.100043672858207	0.482011543420655	0.190983935281224	0.727889578375995	0.193058347501698	O60282	O60282;A0A0G2JMZ6	KIF5C_HUMAN	Kinesin heavy chain isoform 5C
KIF7	-0.461931916599153	0.255349787472907	-0.103291064563123	0.815785679134436	0.564932625225075	Q2M1P5	Q2M1P5	KIF7_HUMAN	Kinesin-like protein KIF7
KIF9	-0.201943819732171	0.525511689943079	0.161783935105454	0.784132565967675	0.375281343701136	Q9HAQ2	Q9HAQ2;Q9P2P6;B4DZK5	KIF9_HUMAN	Kinesin-like protein KIF9
KIFAP3	-0.444755802769922	0.228073673713065	-0.108341064528428	0.809544862022889	0.520055309325822	Q92845	Q92845	KIFA3_HUMAN	Kinesin-associated protein 3
KIFBP	-0.351928155115949	0.286446025797949	-0.0327410646589996	0.844534125983305	0.837333210425489	Q96EK5	Q96EK5;A0A1B0GUA3	KBP_HUMAN	KIF-binding protein
KIFC1	-0.406048545957004	0.522066416846575	0.0580089354447857	0.841485327585797	0.802459003643108	Q9BW19	Q9BW19	KIFC1_HUMAN	Kinesin-like protein KIFC1
KIFC2	-5.89314488041956	5.89314488041956	8.881784197001249e-16	0.857178666832875	1.0	Q96AC6	Q96AC6;A0A2R8YEU8;A0A2R8Y870	KIFC2_HUMAN	Kinesin-like protein KIFC2
KIN	-0.202850934607274	0.555168805522418	0.176158935457572	0.779527690683239	0.35438741184874	O60870	O60870	KIN17_HUMAN	DNA/RNA-binding protein KIN17
KIRREL1	-1.70664697959136	1.47371485065391	-0.116466064468728	0.848362421889883	0.883441943353543	Q96J84	Q96J84;B4DN67	KIRR1_HUMAN	Kin of IRRE-like protein 1
KIRREL2	-3.65932984068807	-1.79991605139692	-2.7296229460425	0.0076934768143935	3.94356259562095e-07	Q6UWL6	Q6UWL6;K7EJS8;A0A0A0MQV3;A0A0A0MRC1;V9GXZ7	KIRR2_HUMAN	Kin of IRRE-like protein 2
KLC1	-4.22921324526433	2.07800958861774	-1.07560182832329	0.805911579414997	0.495826402104255	F8W6L3;G5E9S8;H0YJL0;H0YJU9	H0YJL0;H0YJU9;F8W6L3;G5E9S8	F8W6L3_HUMAN;G5E9S8_HUMAN;H0YJL0_HUMAN;H0YJU9_HUMAN	Kinesin light chain
KLC1	-6.33893147821506	6.33893147821506	-1.77635683940025e-15	0.857178666832875	1.0	G3V5R9	G3V3H3;G3V5R9	G3V5R9_HUMAN	Kinesin light chain
KLC1	0.138401341687579	0.79346652919701	0.465933935442294	0.371069838002402	0.0062907126509167	Q07866	Q07866;G3V3H3;G3V2E7;G3V5R9;E7EVH7;F8W6L3;G5E9S8	KLC1_HUMAN	Kinesin light chain 1
KLC2	-0.0920792031253294	0.486747074352727	0.197333935613699	0.719862178544713	0.176574250145402	Q9H0B6	Q9H0B6;A8MZ87	KLC2_HUMAN	Kinesin light chain 2
KLC3	-3.77922107856354	2.65338894863103	-0.562916064966252	0.834285307860017	0.726229452395218	Q6P597	Q6P597;K7EL76;K7ENJ3	KLC3_HUMAN	Kinesin light chain 3
KLC4	-0.819931108038273	-0.124501021218985	-0.472216064628629	0.407358178085429	0.0088610315225334	Q9NSK0	Q9NSK0	KLC4_HUMAN	Kinesin light chain 4
KLF12	0.0893326512881609	8.69718431095349	4.39325848112082	0.585692985686342	0.045615862714668	Q9Y4X4	Q9Y4X4	KLF12_HUMAN	Krueppel-like factor 12
KLF13	-0.968090239393845	0.31030811025856	-0.328891064567642	0.767456633061358	0.305758510596155	Q9Y2Y9	Q9Y2Y9;A0A087X1K6	KLF13_HUMAN	Krueppel-like factor 13
KLF16	-1.73325416961824	-0.823527959856606	-1.27839106473742	0.0119933667088019	9.40568913757044e-07	Q9BXK1	Q9BXK1;A0A087WWX5	KLF16_HUMAN	Krueppel-like factor 16
KLF3	7.35296185526365	15.7861510645415	11.5695564599026	0.0149676759999583	1.48980812617208e-06	P57682	P57682	KLF3_HUMAN	Krueppel-like factor 3
KLF7	-4.44211210552773	4.44211210552773	0.0	0.857178666832875	1.0	O75840	O75840;E7EQY2;C9JX20	KLF7_HUMAN	Krueppel-like factor 7
KLHDC2	-2.65984046904651	5.14579441418625	1.24297697256987	0.810213809446192	0.52466387126008	Q9Y2U9	Q9Y2U9;G3V3U8;G3V2H2	KLDC2_HUMAN	Kelch domain-containing protein 2
KLHDC3	-1.24781933605275	1.06843720685615	-0.0896910645982985	0.84782463248499	0.876805084347073	Q9BQ90	Q9BQ90;E7ERR0	KLDC3_HUMAN	Kelch domain-containing protein 3
KLHDC4	-0.154323609270336	0.393991480416845	0.119833935573254	0.785868474113782	0.383528734653677	Q8TBB5	Q8TBB5;H3BQL0;H3BV82;H3BP99;H3BQ90	KLDC4_HUMAN	Kelch domain-containing protein 4
KLHDC7A	-3.52681083150896	5.25712870268956	0.865158935590298	0.830939717918466	0.693564422397669	Q5VTJ3	Q5VTJ3	KLD7A_HUMAN	Kelch domain-containing protein 7A
KLHDC8A	-0.802990069484324	0.802990069484317	-3.5527136788005e-15	0.857178666832875	0.999999999999993	Q8IYD2	Q8IYD2;U3KQI4	KLD8A_HUMAN	Kelch domain-containing protein 8A
KLHL11	-0.530988446901116	0.652956317697364	0.0609839353981236	0.844475103035268	0.836642765057962	Q9NVR0	Q9NVR0	KLH11_HUMAN	Kelch-like protein 11
KLHL12	-4.05630738507748	2.50267525593089	-0.776816064573296	0.824563193537694	0.635769608274264	Q53G59	Q53G59;J3QSX3	KLH12_HUMAN	Kelch-like protein 12
KLHL13	-1.08239259407436	8.19459006174501	3.55609873383533	0.691217012524353	0.129640315824296	Q9P2N7	Q9P2N7;A0A0C4DG80	KLH13_HUMAN	Kelch-like protein 13
KLHL17	-7.07666385977248	7.07666385977248	-2.2204460492503099e-16	0.857178666832875	1.0	Q6TDP4	Q6TDP4;J3QLT4;Q0VGE6	KLH17_HUMAN	Kelch-like protein 17
KLHL18	-1.38473310793791	0.107848926137431	-0.638442090900242	0.657707079083207	0.0917886802660519	O94889	O94889	KLH18_HUMAN	Kelch-like protein 18
KLHL20	-5.059101552448	4.11395514421564	-0.472573204116179	0.844472851751831	0.836616441843378	Q9Y2M5	Q9Y2M5	KLH20_HUMAN	Kelch-like protein 20
KLHL21	-2.38984885104794	3.25167171648455	0.430911432718304	0.837559125812607	0.759855550496894	Q9UJP4	Q9UJP4	KLH21_HUMAN	Kelch-like protein 21
KLHL22	-16.5741200167544	-10.0188657352187	-13.2964928759866	5.57315100431347e-05	1.6782753372412e-10	Q53GT1	Q53GT1	KLH22_HUMAN	Kelch-like protein 22
KLHL24	-4.11962616256536	4.11962616256536	-3.5527136788005e-15	0.857178666832875	0.999999999999999	Q6TFL4	Q6TFL4	KLH24_HUMAN	Kelch-like protein 24
KLHL25	-0.661976362017495	0.708758503429547	0.0233910707060261	0.853197651721845	0.945528181436444	Q9H0H3	Q9H0H3	KLH25_HUMAN	Kelch-like protein 25
KLHL26	-4.48780537420584	3.7970732449078	-0.345366064649021	0.847060241785545	0.86746235348878	Q53HC5	Q53HC5	KLH26_HUMAN	Kelch-like protein 26
KLHL35	-3.29438187146991	3.29438187146991	-1.33226762955019e-15	0.857178666832875	0.999999999999999	Q6PF15	Q6PF15	KLH35_HUMAN	Kelch-like protein 35
KLHL36	-18.3463637408573	-7.98897201109107	-13.1676678759742	0.0281012749889747	5.89986430122352e-06	Q8N4N3	Q8N4N3;H3BQE9;H3BQW5;H3BPB9	KLH36_HUMAN	Kelch-like protein 36
KLHL4	1.12126585636352	7.63074708696438	4.37600647166395	0.414978841530412	0.0095117482392154	Q9C0H6	Q9C0H6	KLHL4_HUMAN	Kelch-like protein 4
KLHL42	-0.527784619322424	0.630102490359156	0.0511589355183659	0.846410757938841	0.8596070777258	Q9P2K6	Q9P2K6	KLH42_HUMAN	Kelch-like protein 42
KLHL5	-3.50050932034658	3.50050932034658	0.0	0.857178666832875	1.0	Q96PQ7	Q96PQ7	KLHL5_HUMAN	Kelch-like protein 5
KLHL7	-0.0011676064555062	1.07858547730736	0.538708935425927	0.596412888294204	0.0504771561111095	Q8IXQ5	Q8IXQ5;H7C259	KLHL7_HUMAN	Kelch-like protein 7
KLHL8	-4.11053321549912	4.11053321549912	-2.2204460492503099e-16	0.857178666832875	1.0	Q9P2G9	Q9P2G9;Q68DU9	KLHL8_HUMAN	Kelch-like protein 8
KLHL9	-0.650576676307117	0.267794547130704	-0.191391064588206	0.790350971540956	0.405822460495499	Q9P2J3	Q9P2J3;Q9P2N7;A0A0C4DG80	KLHL9_HUMAN	Kelch-like protein 9
KLRG2	-17.0248836295117	-16.443848715981	-16.7343661727464	1.31047036731824e-14	1.9373295911976998e-58	A4D1S0	A4D1S0	KLRG2_HUMAN	Killer cell lectin-like receptor subfamily G member 2
KMT2A	0.101361894470288	0.984655976202957	0.543008935336623	0.478802105134106	0.0170742520909665	Q03164	Q03164;E9PR05;A0A3B3ITZ1	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A
KMT2B	-0.954908374852481	-0.496023754092063	-0.725466064472272	0.003245943567707	8.1913175956055e-08	Q9UMN6	Q9UMN6;A0A669KBD5;A0A669KBI7	KMT2B_HUMAN	Histone-lysine N-methyltransferase 2B
KMT2C	-0.131903778389531	0.841271648886238	0.354683935248353	0.70435616854996	0.149117603262987	Q8NEZ4	Q8NEZ4;H0YMU7	KMT2C_HUMAN	Histone-lysine N-methyltransferase 2C
KMT2D	-1.67768792081243	-0.861994208652803	-1.26984106473262	0.003941913801083	1.14721457687316e-07	O14686	O14686	KMT2D_HUMAN	Histone-lysine N-methyltransferase 2D
KMT5B	-5.20838520162244	5.20838520162243	-4.44089209850063e-16	0.857178666832875	1.0	Q4FZB7	Q4FZB7;B7WNX0;B5MCB3	KMT5B_HUMAN	Histone-lysine N-methyltransferase KMT5B
KNL1	-3.75058157314282	2.43769944414703	-0.656441064497894	0.828561214396806	0.671341244573537	Q8NG31	Q8NG31;E9PPJ1;H0YCZ2	KNL1_HUMAN	Kinetochore scaffold 1
KNOP1	-3.92324038889116	5.45425825975158	0.765508935430212	0.836028690794165	0.743926558464363	Q1ED39	Q1ED39;H3BPL4	KNOP1_HUMAN	Lysine-rich nucleolar protein 1
KNSTRN	-0.327623347061244	1.25254121803939	0.462458935489074	0.748688985648225	0.244777768967025	Q9Y448	Q9Y448;H0YM11;V9GY01	SKAP_HUMAN	Small kinetochore-associated protein
KNTC1	-0.97549350381605	0.321311374601304	-0.327091064607373	0.769974539389986	0.315223190090344	P50748	P50748;E7ES84	KNTC1_HUMAN	Kinetochore-associated protein 1
KPNA1	-0.796208275152497	0.709026145352541	-0.043591064899978	0.850292340906502	0.907697531497951	P52294	P52294;C9J352;C9JYI4;C9JWD9;C9J4U1;F2Z3G4	IMA5_HUMAN	Importin subunit alpha-5
KPNA2	-0.0161500785670898	0.723467949468126	0.353658935450518	0.615239714554536	0.0604276836192704	P52292	P52292	IMA1_HUMAN	Importin subunit alpha-1
KPNA3	-2.8049658789748	-0.891304852669847	-1.84813536582232	0.141852845740689	0.0003228142746837	O00505	O00505	IMA4_HUMAN	Importin subunit alpha-4
KPNA4	-0.333121357104804	0.527589227823955	0.0972339353595757	0.826350706132498	0.65140366015619	O00629	O00629	IMA3_HUMAN	Importin subunit alpha-3
KPNA6	-0.109080909519273	0.545448780548862	0.218183935514794	0.724647149929664	0.186194478873675	O60684	O60684	IMA7_HUMAN	Importin subunit alpha-7
KPNB1	-0.19388030163794	0.596148172509239	0.201133935435649	0.768798930987929	0.310762161975233	Q14974	Q14974;J3KTM9	IMB1_HUMAN	Importin subunit beta-1
KPRP	11.4448170133473	20.0466082704841	15.7457126419157	0.0003492444260073	2.5427642546122802e-09	Q5T749	Q5T749	KPRP_HUMAN	Keratinocyte proline-rich protein
KPTN	0.0271381403165361	8.63222882192651	4.32968348112152	0.592477587499745	0.0486306442859577	Q9Y664	Q9Y664;M0QXX4	KPTN_HUMAN	KICSTOR complex protein kaptin
KRAS	-7.46314065840077	3.07574679913188	-2.19369692963445	0.790459739354665	0.406381915763492	P01116	P01116	RASK_HUMAN	GTPase KRas
KRCC1	5.71852151458931	18.623250731752	12.1708861231707	0.155483168619936	0.0004273506484048	Q9NPI7	Q9NPI7	KRCC1_HUMAN	Lysine-rich coiled-coil protein 1
KRI1	0.0544955862274928	0.956472284866759	0.505483935547126	0.53635138438448	0.0288593934589384	Q8N9T8	Q8N9T8;H0YH26;A0A494C108;H0YG91	KRI1_HUMAN	Protein KRI1 homolog
KRIT1	-1.54053017498228	0.178548045435124	-0.680991064773579	0.681924499296021	0.117615250227944	O00522	O00522;C9JIY2;A0A3B3ITR4	KRIT1_HUMAN	Krev interaction trapped protein 1
KRR1	-0.384465389055628	0.247483259977038	-0.0684910645392947	0.827827888650226	0.664651784268434	Q13601	Q13601	KRR1_HUMAN	KRR1 small subunit processome component homolog
KRT1	-1.09925863708502	2.94252650766346	0.921633935289218	0.781556359124203	0.363420200092524	P04264	P04259;P04264	K2C1_HUMAN	"""Keratin, type II cytoskeletal 1"""
KRT10	-0.945920667786478	2.72933853850189	0.891708935357705	0.774670245607285	0.333804555566826	P13645	P13645	K1C10_HUMAN	"""Keratin, type I cytoskeletal 10"""
KRT13	-2.24146367007285	-0.401618458992439	-1.32154106453265	0.363207446190793	0.0058326326639848	P13646	Q99456;P13646;P19012;K7ERE3;K7EMD9;A0A3B3ITG2;A8MT21;C9JTG5	K1C13_HUMAN	"""Keratin, type I cytoskeletal 13"""
KRT14	-2.84678087914427	4.62654875005171	0.889883935453721	0.824352172010911	0.633952160168334	P02533	P02533	K1C14_HUMAN	"""Keratin, type I cytoskeletal 14"""
KRT16	-2.75690778822447	1.69056054601742	-0.533173621103526	0.82408485309868	0.631658295010523	P08779	P08779	K1C16_HUMAN	"""Keratin, type I cytoskeletal 16"""
KRT17	9.58216470986752	16.5971612808877	13.0896629953776	0.000253436869415	1.5577325921956e-09	Q04695	Q04695;F5GWP8	K1C17_HUMAN	"""Keratin, type I cytoskeletal 17"""
KRT18	-0.182229817539726	0.826297688402489	0.322033935431381	0.733251680550828	0.20506326452042	P05783	P05783;F8VZY9	K1C18_HUMAN	"""Keratin, type I cytoskeletal 18"""
KRT19	-0.793358985549568	0.601276856159602	-0.0960410646949832	0.839706849063047	0.782845469891174	P08727	Q04695;P08779;P02533;P08727;P19012;K7EMS3;F5GWP8;K7EPJ9;C9JM50;A8MT21;C9JTG5	K1C19_HUMAN	"""Keratin, type I cytoskeletal 19"""
KRT2	-0.521391732844121	2.73030960347951	1.10445893531769	0.720668081563679	0.178153537526433	P35908	P35908	K22E_HUMAN	"""Keratin, type II cytoskeletal 2 epidermal"""
KRT31	-6.4952753499777	6.49527534997769	-4.44089209850063e-16	0.857178666832875	1.0	Q15323	Q15323;O76009;A0A140TA69;A0A140TA62	K1H1_HUMAN	"""Keratin, type I cuticular Ha1"""
KRT33B	-12.9501710020407	3.99610421282582	-4.47703339460745	0.763937042731855	0.293079254041673	Q14525	O76011;Q14525;Q15323;O76009;A0A140TA69;A0A140TA62	KT33B_HUMAN	"""Keratin, type I cuticular Ha3-II"""
KRT35	-6.7244951358345	6.7244951358345	1.11022302462516e-15	0.857178666832875	1.0	Q92764	O76013;Q92764;C4AM86	KRT35_HUMAN	"""Keratin, type I cuticular Ha5"""
KRT36	-8.66758483753892	8.66758483753892	-6.66133814775094e-16	0.857178666832875	1.0	O76013	O76013;O76011;Q15323;A0A140TA69;A0A140TA62	KRT36_HUMAN	"""Keratin, type I cuticular Ha6"""
KRT5	-1.34810597215295	2.48537384300625	0.56863393542665	0.814228905512903	0.553334481568081	P13647	P13647;H0YIN9;H0YI76	K2C5_HUMAN	"""Keratin, type II cytoskeletal 5"""
KRT6A	-6.43428004599013	4.51177790788634	-0.961251069051894	0.834193247152218	0.725308006348929	P02538	P48668;O95678;P02538	K2C6A_HUMAN	"""Keratin, type II cytoskeletal 6A"""
KRT6B	3.91311921389099	19.455994986387	11.684557100139	0.32602610458975	0.0040432959121645	P04259	P48668;P04259	K2C6B_HUMAN	"""Keratin, type II cytoskeletal 6B"""
KRT7	-0.79554263382522	0.299160504999825	-0.248191064412698	0.782158126033692	0.366151135053118	P08729	P08729;A0A1W2PRP1	K2C7_HUMAN	"""Keratin, type II cytoskeletal 7"""
KRT73	-4.77376591008825	5.54194061712128	0.384087353516517	0.848205992245009	0.881505992196819	Q86Y46	Q86Y46;Q7RTS7;F8W1S1;H0YIC5	K2C73_HUMAN	"""Keratin, type II cytoskeletal 73"""
KRT77	-1.32982449206371	1.1531923630508	-0.0883160645064507	0.848630311376282	0.886767725218807	Q7Z794	Q7Z794	K2C1B_HUMAN	"""Keratin, type II cytoskeletal 1b"""
KRT78	11.8472121356317	18.5648355207532	15.2060238281925	4.13644380151249e-06	7.12546259355486e-12	Q8N1N4	Q8N1N4	K2C78_HUMAN	"""Keratin, type II cytoskeletal 78"""
KRT8	0.145485824714438	1.50233204595405	0.823908935334245	0.48697913825438	0.0183932296188593	P05787	P05787	K2C8_HUMAN	"""Keratin, type II cytoskeletal 8"""
KRT80	-2.44434239993869	10.1202593621434	3.83795848110237	0.741422185123404	0.225062837015331	Q6KB66	Q6KB66	K2C80_HUMAN	"""Keratin, type II cytoskeletal 80"""
KRT82	-6.77919995917661	6.77919995917661	-8.881784197001249e-16	0.857178666832875	1.0	Q9NSB4	Q9NSB2;Q9NSB4;Q14533;P78385;O43790;P78386;F5GYI5;A0A087X106	KRT82_HUMAN	"""Keratin, type II cuticular Hb2"""
KRT83	-6.45209897381699	6.45209897381699	2.2204460492503099e-16	0.857178666832875	1.0	P78385	Q14533;P78385;O43790;A0A087X106	KRT83_HUMAN	"""Keratin, type II cuticular Hb3"""
KRT87P	-13.2570597770694	2.93519298780946	-5.16093339462995	0.73360162492082	0.205876371695318	A6NCN2	A6NCN2;P78385;P78386	KR87P_HUMAN	Putative keratin-87 protein
KRT9	-1.11030258975933	3.16392046032813	1.0268089352844	0.775819120335555	0.338543768130126	P35527	P35527	K1C9_HUMAN	"""Keratin, type I cytoskeletal 9"""
KRTAP11-1	-4.89956435323786	4.89956435323786	4.44089209850063e-16	0.857178666832875	1.0	Q8IUC1	Q8IUC1	KR111_HUMAN	Keratin-associated protein 11-1
KRTCAP2	-4.4970326815528	4.4970326815528	8.881784197001249e-16	0.857178666832875	1.0	Q8N6L1	Q8N6L1;A0A6I8PLD9;A0A6I8PRU6	KTAP2_HUMAN	Keratinocyte-associated protein 2
KSR1	-0.851278454090105	-0.423903674880394	-0.63759106448525	0.0064447208193635	2.83038646258894e-07	Q8IVT5	Q8IVT5;A8MY87;A0A2R8Y5H9;A0A0A0MQW1;A0A2R8Y4X0	KSR1_HUMAN	Kinase suppressor of Ras 1
KTI12	-0.578172048280237	0.250189918471748	-0.163991064904245	0.794818498877805	0.429559391496762	Q96EK9	Q96EK9	KTI12_HUMAN	Protein KTI12 homolog
KTN1	0.141053540285838	0.857014330481051	0.499033935383444	0.387110214885998	0.0073278504982514	Q86UP2	Q86UP2	KTN1_HUMAN	Kinectin
KXD1	-5.10863274092395	5.10863274092395	0.0	0.857178666832875	1.0	Q9BQD3	Q9BQD3;M0R228;M0R0B4;M0R2G3;M0QXN9;M0QX74;M0QXP3;M0QY77	KXDL1_HUMAN	KxDL motif-containing protein 1
KYAT1	-2.10940730033069	-0.599694006416508	-1.3545506533736	0.185294990911016	0.0007484928335139	Q16773	Q16773;A0A494C066;B7Z4W5	KAT1_HUMAN	Kynurenine--oxoglutarate transaminase 1
KYAT3	-0.869150083619197	-0.319282046019104	-0.59421606481915	0.0823336837970094	7.47212750983546e-05	Q6YP21	Q6YP21;A0A0A0MRN7	KAT3_HUMAN	Kynurenine--oxoglutarate transaminase 3
L1CAM	-0.554624377657902	0.417342248226014	-0.0686410647159441	0.839209656413408	0.777456328839209	P32004	P32004	L1CAM_HUMAN	Neural cell adhesion molecule L1
L1RE1	-0.484513987785217	0.259431858542161	-0.112541064621528	0.813159130184278	0.545523052258517	Q9UN81	Q9UN81	LORF1_HUMAN	LINE-1 retrotransposable element ORF1 protein
L1TD1	-0.0694225647402967	1.18349043571041	0.557033935485055	0.644039962798256	0.0800659861344128	Q5T7N2	Q5T7N2	LITD1_HUMAN	LINE-1 type transposase domain-containing protein 1
L2HGDH	-0.108612328161754	0.583930198636209	0.237658935237228	0.718423388911358	0.173794749447568	Q9H9P8	Q9H9P8;C9JVN9	L2HDH_HUMAN	"""L-2-hydroxyglutarate dehydrogenase, mitochondrial"""
L3HYPDH	-6.65190523185546	4.6082341581762	-1.02183553683963	0.833310879189432	0.716541905981885	Q96EM0	Q96EM0;E9PKK7;D6RC46	T3HPD_HUMAN	Trans-3-hydroxy-L-proline dehydratase
L3MBTL2	-0.575297953838908	0.384365824291253	-0.0954660647738272	0.830633897275734	0.690661330015223	Q969R5	Q969R5;H0Y5M2	LMBL2_HUMAN	Lethal(3)malignant brain tumor-like protein 2
L3MBTL3	13.901551113661	20.2443999768544	17.0729755452577	1.66234671488471e-08	2.94970349033471e-14	Q96JM7	Q96JM7	LMBL3_HUMAN	Lethal(3)malignant brain tumor-like protein 3
LACTB	-0.931994870544845	0.058762741689695	-0.436616064427575	0.647252261823113	0.0826629472960859	P83111	P83111	LACTB_HUMAN	"""Serine beta-lactamase-like protein LACTB, mitochondrial"""
LACTB2	-0.527847607077426	0.148815478194294	-0.189516064441566	0.755586081306527	0.26537437568144	Q53H82	Q53H82	LACB2_HUMAN	Endoribonuclease LACTB2
LAD1	-0.901537487449383	0.346605358196116	-0.277466064626633	0.78417516245276	0.375481228465277	O00515	O00515;E9PDI4;A0A0J9YW63;A0A0J9YVY2;A0A0J9YYF6	LAD1_HUMAN	Ladinin-1
LAGE3	-1.11617163549898	-0.135960493576007	-0.626066064537493	0.452466005009563	0.013429555187036	Q14657	Q14657	LAGE3_HUMAN	EKC/KEOPS complex subunit LAGE3
LAMA1	-1.069252848948	0.630720720132616	-0.219266064407691	0.821026930565589	0.606078054521278	P25391	P25391	LAMA1_HUMAN	Laminin subunit alpha-1
LAMA2	17.2318830488266	18.4750180415953	17.853450545211	1.31047036731824e-14	1.25498912927948e-44	P24043	P24043;A0A087WX80;A0A087WYF1	LAMA2_HUMAN	Laminin subunit alpha-2
LAMA4	9.13235073797865	16.1896597512201	12.6610052445994	0.0004910787690007	4.21615203038375e-09	Q16363	Q16363;A0A0A0MTC7;A0A0A0MQS9;A0A494C139	LAMA4_HUMAN	Laminin subunit alpha-4
LAMA5	-1.0011541016333	-0.146128028126459	-0.57364106487988	0.416491897055415	0.0096461749048924	O15230	O15230	LAMA5_HUMAN	Laminin subunit alpha-5
LAMB1	-0.71062484240553	-0.167107287005186	-0.438866064705358	0.266591469223449	0.0021566283224374	P07942	P07942;G3XAI2;E7EPA6	LAMB1_HUMAN	Laminin subunit beta-1
LAMB2	-4.81427523506841	4.80779310562882	-0.0032410647197949	0.857102156000924	0.998923923233243	P55268	P55268;F5H520	LAMB2_HUMAN	Laminin subunit beta-2
LAMC1	-0.461949850685368	0.560817721548052	0.0494339354313418	0.845319647419289	0.84658058353076	P11047	P11047	LAMC1_HUMAN	Laminin subunit gamma-1
LAMC2	-15.3234917600557	-9.45131578113467	-12.3874037705952	2.41449261088905e-05	5.5877756381681597e-11	Q13753	Q13753	LAMC2_HUMAN	Laminin subunit gamma-2
LAMC3	-8.21087344317899	3.27313035739245	-2.46887154289327	0.787459431394124	0.391273772323335	Q9Y6N6	Q9Y6N6;H7BY04	LAMC3_HUMAN	Laminin subunit gamma-3
LAMP1	-0.174779635529244	0.449047506125783	0.137133935298269	0.785294374675611	0.380777958700229	P11279	P11279	LAMP1_HUMAN	Lysosome-associated membrane glycoprotein 1
LAMP2	-4.67716964010832	4.67716964010832	4.44089209850063e-16	0.857178666832875	1.0	P13473	P13473;H0YCG2	LAMP2_HUMAN	Lysosome-associated membrane glycoprotein 2
LAMTOR1	8.12255448288929	19.7440798183651	13.9333171506272	0.0434729480974323	1.56740563400949e-05	Q6IAA8	Q6IAA8;F5H3Y3;F5H479;F5GX19;H0YFI1	LTOR1_HUMAN	Ragulator complex protein LAMTOR1
LAMTOR2	-0.188067023940963	0.811184894772975	0.311558935416006	0.737725659373954	0.215746250651357	Q9Y2Q5	Q9Y2Q5	LTOR2_HUMAN	Ragulator complex protein LAMTOR2
LAMTOR3	-0.377406890253844	0.391774761066606	0.0071839354063811	0.855026549729078	0.970170011213858	Q9UHA4	Q9UHA4	LTOR3_HUMAN	Ragulator complex protein LAMTOR3
LAMTOR5	-0.459263262504068	1.08603113282867	0.313383935162303	0.792768302081462	0.418470899773642	O43504	O43504;E9PLX3;R4GMU8;A0A0C4DGV4	LTOR5_HUMAN	Ragulator complex protein LAMTOR5
LANCL1	-1.05168201886368	-0.106350110234955	-0.579016064549318	0.481255407855375	0.0174597679349918	O43813	O43813;F8WDS9;E9PHS0	LANC1_HUMAN	Glutathione S-transferase LANCL1
LANCL2	-0.381819980844953	0.377187852180343	-0.0023160643323052	0.856482547874303	0.99025195949023	Q9NS86	Q9NS86	LANC2_HUMAN	LanC-like protein 2
LAP3	0.0375961228108079	0.66902174847387	0.353308935642339	0.537248522995865	0.0290979448777005	P28838	P28838	AMPL_HUMAN	Cytosol aminopeptidase
LARGE1	-2.87160874121558	4.02997821133876	0.579184735061592	0.83535382069395	0.737019886196958	O95461	O95461;B7ZB85;B7ZB84	LARG1_HUMAN	LARGE xylosyl- and glucuronyltransferase 1
LARGE2	-5.07471962430579	2.92318749500038	-1.0757660646527	0.819127913556628	0.590786677324317	Q8N3Y3	Q8N3Y3;E9PIZ2	LARG2_HUMAN	LARGE xylosyl- and glucuronyltransferase 2
LARP1	-0.0072422952439736	0.431060165935659	0.211908935345843	0.610494167763258	0.0577327110297181	Q6PKG0	Q6PKG0	LARP1_HUMAN	La-related protein 1
